ortsId,aschachId,kremsId,ortsname,ortsname_aktuell,katastralgemeinde,ortsteil,nennung,zuordnung,typ,historischeSystematik,namensvar_hist,regionHistorisch,reichskreis,regionAktuell,regionAktuellCode,latitude,longitude,staat_aktuell,staat_aktuell_code,flusssystem,verkehrsanbindung,bemerkungen,bearbeitet
2566,,,Atzbach,Atzbach,,,4,1,12,1,Atzpach [in] O. Ö.,10,4,8,,,,1,,,,,0
2567,,,Lago di Garda,"siehe ""Gardasee""!",,,4,1,9,,"Lago di Garda in Italien
ACHTUNG! Es existiert bereits ein Normdatensatz zu diesem Geografikum unter ""Gardasee""!",,,,,,,6,,,,,0
2568,,,Anzano,Anzano del Parco,,,4,1,12,1,Anzano [im] Mayländischen,100,,80,67,,,6,10,,,,0
2569,,,Soglio,Soglio,,,4,1,12,,Solio in Graubinten,15,,33,,,,7,,,,,0
2570,,,Breitenbrunn,Breitenbrunn,,,4,,12,1,Praitenbrun in der Pfalz,,5,2,,,,3,,,,,0
2571,,,Magland,Magland,,,4,1,12,1,Maglan,18,,101,,,,19,,,,,0
2572,,,Brenzone,Brenzone sul Garda,,,4,1,12,1,Prensoni aus dem Lago die Garda,,,57,,,,6,,,,,0
2573,,,Hallstatt,Hallstatt,,,4,1,12,1,Halstadt [in] OÖ,10,4,8,,,,1,,,,,0
2574,,,Megève,Megève,,,4,1,12,1,Megeve in Savoyen,18,,101,,,,19,,,,,0
2575,,,Presseck,Presseck,,,4,1,12,1,Presekh in der O[ber] Pfalz,,,,,,,,,,,"<p>
	<span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span><span>In Pfarre St. Stephan, 02-041: Trauungsbuch 1716-1718, S. 287 &quot;Johann Adam Lanterer&quot;, wird der Ort als Presseck in der Oberpfalz bezeichnet. Diese ist offenbar falsch, Presseck liegt im heutigen Oberfranken, relativ nahe zur Oberpfalz.</span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></span></p>
",0
2576,,,Mattersdorf,Mattersburg,,,4,1,12,1,Matterstorf [in] Ungarn,11,,42,33,,,1,7,,,,0
2577,,,Markgröningen,Markgröningen,,,4,1,12,1,,93,10,9,,,,3,,,,,0
2578,1331,,Chiavenna,Chiavenna,,,"2
4",1,12,1,"AMP: Chiavenna
Sonstige Ressourcen: Cleva",15,,80,67,N 46° 19' 14'',E 9° 23' 53'',6,10,122,"C. liegt an der Mera -> Po.
C. liegt an der Kreuzung der beiden wichtigen Verbindungsstraßen über den Majolapass (Bergell) und Splügenpass (Val San Giacomo). Siehe KÖBLER, Historisches Lexikon, 117.","<p>
	C. scheint in den AMP (1706-1740) lediglich in Zusammenhang mit einer Lieferung von Kupfer aus Neusohl nach S. auf.</p>
",1
2579,,,Zulb,Slup,,,4,1,12,1,Zulb,4,,,,,,2,,,,,0
2580,,,Combloux,Combloux,,,4,1,12,1,Coumblou,18,,101,,,,19,,,,,0
2581,,,Altenmarkt im Thale,Altenmarkt im Thale,,,4,1,12,1,Altenmark be O. Hollabrunn,1,4,1,1,,,1,7,,,,0
2582,757,,Waltersdorf (Bayern/Ungarn?),,,,2,2,,,Wolterstorff,,,,,,,,,,,"<p>
	W. wird in den AMP (1706-1740) nur ein Mal 1724 in Zusammenhang mit dem Transport oberl&auml;ndischer Leute/Kolonisten nach Ungarn genannt. Auch der Flo&szlig;f&uuml;hrer &quot;Johann Georg Schnezer&quot; scheint sonst in den Quellen nicht auf. Es ist daher nicht auszuschlie&szlig;en, dass mit dem nicht n&auml;her bezeichneten W. in der Quelle auch ein Ort in Ungarn (siehe &quot;Waltersdorf [Ungarn?]&quot;) gemeint sein k&ouml;nnte. Dem sonst &uuml;blichen Schema in den AMP folgend m&uuml;sste es sich jedoch um einen Ort in Bayern handeln. Zu den zahlreichen M&ouml;glichkeiten vgl. die Eintr&auml;ge in <a href=""https://www.geonames.org/search.html?q=Waltersdorf&amp;country=DE"" target=""_blank"">GeoNames</a> und <a href=""https://de.wikipedia.org/wiki/Waltersdorf"" target=""_blank"">Wikipedia</a>.</p>
<p>
	In jedem Fall ist W. von &quot;Waltersdorf (Nieder&ouml;sterreich)&quot; in den KWNB zu trennen.</p>
",1
2583,1156,,Waltersdorf (Ungarn?),,,,2,2,,,Walterstorff in Hungarn,11,,,,,,,,,,"<p>
	W. scheint in den AMP (1706-1740) nur ein Mal 1736 als Zielort oberl&auml;ndischer Leute/Kolonisten auf. Evtl. k&ouml;nnte es sich dabei um den heute slowakischen Ort <a href=""https://de.wikipedia.org/wiki/Rovinka"" target=""_blank"">Rovinka/Ober- und Unterwaltersdorf/Cs&ouml;lle</a> in der Donauebene handeln. M&ouml;glich w&auml;re jedoch auch der heute rum&auml;nische (historisch: siebenb&uuml;rgische/ungarische) Ort <a href=""https://de.wikipedia.org/wiki/Dumitri%C8%9Ba"" target=""_blank"">Dumitrița/<span lang=""de"">Waltersdorf/Kisdemeter</span></a>. Siehe auch &quot;Waltersdorf (Bayern/Ungarn?)&quot;.</p>
",1
2584,,,Dürnholz,Drnholec,,,4,1,12,1,Dürnholz in Mähren,4,,,,,,2,,,,,0
2585,,,Gardone,Gardone Riviera,,,4,1,12,1,Gardone am Garzersee,,,,,,,6,,,,,0
2586,,,Kaltern,"Kaltern an der Weinstraße, Caldaro sulla Strada del Vino",,,4,1,12,1,Kaltern in Tyroll,9,4,,,,,6,,,,,0
2587,,,Schottwien,Schottwien,,,4,1,12,1,Schottwienn,1,,1,,,,1,,,,,0
2588,,,Himmelberg,Himmelberg,,,4,1,12,1,Himelberg in Carnten,16,4,69,,,,1,,,,,0
2589,,,Sillian,Sillian,,,4,1,12,1,Sillion,9,4,13,,,,1,,,,,0
2590,,,Ploden,"Sappada, Plodn",,,4,1,12,1,Ploden im Venezianischen,31,,89,,,,6,,,,,0
2591,,,Oberdöbling,Oberdöbling,Wien,Wien,4,1,12,1,Oberdobling,1,4,44,,,,1,,,,,0
2592,1273,,Warasdiner Militärgrenze,Militärgrenze von Varaždin,,,2,1,12,1,Warasdiner [Gräniz Miliz],111,,102,91,N 46° 18' 16'',E 16° 20' 16'',8,22,34,W. liegt an der Drau/Drava -> Donau.,"<p>
	Das Warasdiner Grenzland war Teil der Kroatischen Milit&auml;rgrenze/Hrvatska Vojna krajina.<em> </em>Siehe dazu ausf&uuml;hrlich <a href=""https://unipub.uni-graz.at/obvugroa/download/pdf/5990462?originalFilename=true"" target=""_blank"">KASER, Freier Bauer</a>, 99ff.</p>
",1
2593,,,Hammelburg,Hammelburg,,,4,1,12,1,Hammelburg in Francken,147,1,2,,,,3,,,,,0
2594,,,Mori,Mori,,,4,1,12,1,Mori bey Roveredo aus dem Trientischen in Tyrol,9,,24,,,,6,,,,,0
2595,,,Fulda,Fulda,,,4,1,12,,Fulta [in] Francken,147,1,2,,,,3,,,,,0
2596,1067,,Wartberg (Oberösterreich?),,,,2,2,,,Wartberg,,,,,,,,,,,"<p>
	W. scheint in den AMP (1706-1740) lediglich im Zusammenhang mit einer Fahrt des &quot;Michael Sem(b)ler&quot; donauabw&auml;rts (1713) ohne G&uuml;ter auf. Soweit die Einsicht in den Matriken m&ouml;glich war, konnte keine Kl&auml;rung der geografischen Zuordnung erfolgen. Weitgehend auszuschlie&szlig;en ist <a href=""https://de.wikipedia.org/wiki/Wartberg_an_der_Krems"" target=""_blank"">W. an der Krems</a>, auch in <a href=""https://de.wikipedia.org/wiki/Wartberg_ob_der_Aist"" target=""_blank"">W. an der Aist</a> konnte kein Hinweis gefunden werden. Ebenso blieb eine Recherche in den Matriken von &quot;<a href=""https://de.wikipedia.org/wiki/Straning-Grafenberg"" target=""_blank"">W. (Nieder&ouml;sterreich)</a>&quot; ergebnislos (siehe dort), wie auch in den Matriken von <a href=""https://de.wikipedia.org/wiki/Perlesreut"" target=""_blank"">Perlesreut mit der Ein&ouml;de W.</a> und <a href=""https://de.wikipedia.org/wiki/Wartberg_(Gemeinden_Lasberg,_St._Oswald)"" target=""_blank"">St. Oswald/Lasberg mit dem OT W</a>. Nicht auszuschlie&szlig;en sind weitere Orte namens <a href=""https://de.wikipedia.org/wiki/Wartberg"" target=""_blank"">W. in der Steiermark </a>und der Ort <a href=""https://de.wikipedia.org/wiki/Senec"" target=""_blank"">W./Senec</a> in der Slowakei. Vgl. zu den zahlreichen M&ouml;glichkeiten die Eintr&auml;ge in <a href=""https://www.geonames.org/search.html?q=Wartberg&amp;startRow=0"" target=""_blank"">GeoNames</a>.</p>
",1
2597,,,Watzendorf,Watzendorf,,,4,2,12,1,Wazendorf,,,,,,,,,,,,0
2598,,,Trier,Trier,,,4,1,12,1,Trier,,,61,,,,3,,,,,0
2599,,,St. Veit (im Mühlkreis),St. Veit im Mühlkreis,,,4,1,12,1,St. Veit in OÖ,10,4,8,,,,1,,,,,0
2600,,,Torbole,Nago-Torbole,,,4,1,12,1,Torbole [in] Tyrol,9,,24,,,,6,,,,,0
2601,,,Grono,Grono,,,4,1,12,1,Grono in Graubünden,15,,33,,,,7,,,,,0
2602,,435,Wasserburg (Pottenbrunn),Wasserburg,,St. Pölten,1,1,12,1,,1,4,1,1,N 48° 15' 1'',E 15° 42' 19'',1,7,32,W. liegt an der Traisen -> Donau.,"<p>
	W. ist eine Katastralgemeinde von St. P&ouml;lten, die zum Stadtteil &quot;<a href=""https://de.wikipedia.org/wiki/Pottenbrunn"" target=""_blank"">Pottenbrunn</a>&quot; geh&ouml;rt. Die Identifizierung ist eindeutig, da die in den KWNB genannte Person, <a href=""https://de.wikipedia.org/wiki/Schloss_Wasserburg_(St._P%C3%B6lten)"" target=""_blank"">Graf Zinzendorf, Besitzer der Herrschaft bzw. von Schloss W.</a> war.</p>
",1
2603,,1133,Wasserburg,,,,1,2,,,,,,,,,,,,,,"<p>
	Zu W. gibt es nur einen Eintrag in den KWNB, der sich auf eine Lieferung von K&auml;se anno 1624 durch &quot;Christoph Achtl&quot; bezieht. Es k&ouml;nnte sich sowohl um &quot;W. (am Inn)&quot; als auch um &quot;W. (Pottenbrunn)&quot; handeln. Siehe jeweils dort.</p>
",1
2604,1293,,Wattstein,,,,2,2,,,Wattstain,,,,,,,,,,,"<p>
	Mit gro&szlig;er Wahrscheinlichkeit handelt es sich bei W. um eine (abgekommene?) Ortsbezeichnung in Ober&ouml;sterreich. Es steht mit diesem Ort nur eine Person in den AMP (1706-1740) in Beziehung (&quot;Martin Viechbeck&quot;), die unter acht weiteren ober&ouml;sterreichischen Orten an der M&uuml;hl und Donau genannt wird.</p>
",1
2605,,,Bellentre,Bellentre,,La Plagne Tarentaise,4,1,12,1,,18,,104,,,,,,,,,0
2606,,,Echzell,Echzell,,,4,1,12,1,,,,20,,,,3,,,,,0
2607,1280,,Altmühlmünster,Altmühlmünster,,Riedenburg,2,1,12,1,,6,5,2,2,N 48° 58' 56'',E 11° 37' 10'',3,8,31,A. liegt am Altmühlmünster Bach -> Altmühl -> Donau.,,1
2608,1292,,Allmannshofen,Allmannshofen,,,2,1,12,1,Almanshofen,74,10,2,2,N 48° 36' 45'',E 10° 48' 33'',3,8,160,A. liegt an der Schmutter -> Donau.,"<p>
	A. geh&ouml;rte zum Benediktinerinnenkloster Holzen.</p>
",1
2609,1318,,Bayern,Bayern,,,2,1,7,4,"Bayrn, Landt Bayrn",6,5,2,2,N 49° 0' 0'',E 11° 30' 0'',3,8,1,Die Donau ist der Hauptfluss B.s.,,1
2610,1282,,Birnbach,Bad Birnbach,,,2,2,12,1,Piernbach,6,5,2,2,N 48° 26' 41'',E 13° 5' 27'',3,8,2,B. liegt knapp nördlich der Rott -> Inn -> Donau.,"<p>
	Es gibt zu B. nur einen Eintrag in den AMP (1706-1740), der sich auf die Lieferung von Bier an die Armee in Ungarn bezieht. In B. gab es seit 1450 eine Schlossbrauerei. Der Schifff&uuml;hrer, Wolf Moser, konnte in den Matriken von B. nicht gefunden werden, jedoch zahlreiche Personen mit dem Namen Moser, der jedoch an sich h&auml;ufig und daher wenig aussagekr&auml;ftig ist. Da au&szlig;erdem B. ein h&auml;ufiger Ortsname in Bayern ist und auch andere Orte nicht v&ouml;llig ausgeschlossen werden konnten, ist der Ort als &quot;nicht-eindeutig identifiziert&quot; gekennzeichnet.</p>
<p>
	Zur Brauerei in B. im Rotttal siehe SEIDEL, Familienunternehmen, 316.</p>
",1
2611,1283,,Dietfunck,,,,2,2,,,"Dietfunck [Auflösung: ""Dietfurt""?]",,,,,,,,,,,"<p>
	D. scheint in den AMP (1706-1740) nur in Zusammenhang mit einer Person auf: &quot;Matthias Gau&szlig;rab&quot;. G&uuml;ter und eine weitere Person mit identischem Namen, die Waren durch einen T&ouml;lzer Schiffmeister transportieren lie&szlig;, deuten auf das Gebiet entlang der Isar bzw. um T&ouml;lz hin (evtl. <a href=""https://de.wikipedia.org/wiki/Unterdietfurt"" target=""_blank"">Unter-</a> bzw. <a href=""https://de.wikipedia.org/wiki/Oberdietfurt"" target=""_blank"">Oberdietfurt</a>?). Jedoch k&ouml;nnte D. auch mit &quot;<a href=""https://de.wikipedia.org/wiki/Dietfurt_an_der_Altm%C3%BChl"" target=""_blank"">Dietfurt an der Altm&uuml;hl</a>&quot; aufzul&ouml;sen sein, da eine Schifferfamilie &quot;Gau&szlig;rab&quot; (Gausrab) auch in Kelheim ans&auml;ssig war.</p>
<p>
	Zu den Gau&szlig;rab/Gausrab siehe u.a. RATTELM&Uuml;LLER, Ordinari, 16; <a href=""http://file:///C:/Users/Serles/Downloads/kelheimer-4(1).pdf"" target=""_blank"">GABLER, Kelheimer, 11f., 203, bes. 312-320</a>.</p>
",1
2612,1298,,Dobersberg,Dobersberg,,,2,1,12,1,Dobensperg,1,4,1,1,N 48° 54' 54'',E 15° 19' 18'',1,7,16,D. liegt an der Thaya -> March -> Donau.,"<p>
	D. scheint in den AMP (1706-1740) nur in Zusammenhang mit einer Lieferung an den Pfarrer von D. auf. D. war seit <a href=""http://noeburgen.imareal.sbg.ac.at/result/burgid/1834"" target=""_blank"">sp&auml;testens 1254 Pfarrort</a>.</p>
",1
2613,1320,,Eisenreichdornach,Eisenreichdornach,,Amstetten,2,1,12,1,Eisenreich in Underoesterreich,1,4,1,1,N 48° 7' 42'',E 14° 53' 15'',1,7,88,E. liegt knapp nördlich der Ybbs -> Donau.,"<p>
	Der Ort ist durch die Nennung der <a href=""https://de.wikipedia.org/wiki/Filialkirche_Eisenreichdornach"" target=""_blank"">Kirche St. Agatha</a> in den AMP (1706-1749) eindeutig identifiziert. Siehe auch <a href=""https://heimatforschung-noe.blogspot.com/2011/10/die-st-agatha-kirche-in.html"" target=""_blank"">PELZL, St. Agatha</a>.</p>
<p>
	E. wird in den AMP (1706-1740) in Zusammenhang mit der &Uuml;berf&uuml;hrung von zwei Alt&auml;ren und einer Kanzel aus dem Kloster Metten in Bayern genannt.</p>
",1
2614,1357,,Erladorf,,,,2,2,,,Erladof,,,,,,,,,,,"<p>
	Zu E. gibt es in den AMP (1706-1740) nur eine Nennungen, die sich auf den Schifff&uuml;hrer &quot;Erasmus R&auml;ckl&quot; beziehen. Da eine Person gleichen Namens unter zahlreichen Orten im S&uuml;dosten Bayerns und Tirols aufscheint, d&uuml;rfte dieses Gebiet auch f&uuml;r E. zutreffen. R&auml;ckl liefert Kalk aus E. zum <a href=""https://linz.karmel.at/"" target=""_blank"">Karmeliterkloster nach Linz</a>.</p>
",1
2615,1361,,Gaspoltshofen,Gaspoltshofen,,,2,1,12,1,[Pfarrer zu] Gasparzhofen,10,4,8,5,N 48° 8' 35'',E 13° 44' 11'',1,7,28,G. liegt an der Mündung des Weinbachs in den Innbach -> Donau.,"<p>
	Genannt ist in den AMP (1706-1740) der <a href=""https://de.wikipedia.org/wiki/Pfarrkirche_Gaspoltshofen"" target=""_blank"">Pfarrer zu G</a>.</p>
<p>
	Zur Identit&auml;t von G. und &quot;Gasparzhofen&quot; vgl. den Eintrag zu <a href=""https://de.wikipedia.org/wiki/Stammliste_der_Oberhaim"" target=""_blank"">B1. Michael I. Oberhaimer in der Stammliste der Oberhaim</a>.</p>
",1
2616,1336,,Hagenhof,,,,2,2,,,"Hagen hoff, [evtl. auch als ""Hagenhoffen"" zu lesen]",,,,,,,,,,,"<p>
	Zu H. gibt es in den AMP (1706-1740) nur eine Nennung, die sich auf den Transport von Holz durch &quot;Michael Weni&quot; bezieht. Da dieser Schifff&uuml;hrer sonst unter den Orten &quot;Pielenhofen&quot; und &quot;Haitzendorf&quot; aufscheint, k&ouml;nnte es sich bei H. um eine Verschreibung handeln.</p>
",1
2617,1386,,Monheim (Schwaben),Monheim,,,2,1,12,1,Manheimb,150,5,2,2,N 48° 50' 38'',E 10° 51' 30'',3,8,31,M. liegt an der Gailach -> Altmühl -> Donau.,"<p>
	Der in den AMP (1706-1740) genannte Nadelh&auml;ndler bzw. -produzent &quot;Philipp Schreiber&quot; kann M. zugeordnet werden, da hier nachweislich eine Nadelprodukion bestanden hat. Vgl .dazu PFISTER, Donauw&ouml;rth 143.</p>
<p>
	Siehe auch das unbestimmte &quot;Monheim&quot;.</p>
",1
2618,1387,,Neuhofen,,,,2,2,,,,,,,,,,,,,,"<p>
	Zu N. gibt es nur eine Nennung in den AMP (1706-1740), die sich auf einen &quot;Johann H&auml;rtl&quot; (1727) bezieht. Da dieser in den Matriken von &quot;Neuhofen (an der Krems)&quot; (siehe dort) bis dato nicht nachgewiesen werden konnte, und es auch zahlreiche <a href=""https://de.wikipedia.org/wiki/Neuhofen"" target=""_blank"">M&ouml;glichkeiten in Bayern</a> geben w&uuml;rde, wurde ihm das unbestimmte N. zugeordnet.</p>
",1
2619,655,,St. Veit,Neumarkt-Sankt Veit,,,2,1,12,1,"[Closter] St. Veith, [Closter] St. Veith in Bayrn",6,5,2,2,N 48° 21' 37'',E 12° 30' 26'',3,8,2,St.V. liegt an der Rott -> Inn -> Donau.,"<p>
	Diese Zuordnung ist f&uuml;r das <a href=""https://de.wikipedia.org/wiki/Kloster_Sankt_Veit"" target=""_blank"">Kloster St. Veit</a> in den AMP (1706-1740) eindeutig, da die (Wein)Transporte von Schiffmeistern aus den nahen Orten &quot;Kraiburg&quot; und &quot;Braunau (am Inn)&quot; durchgef&uuml;hrt wurden.</p>
",1
2620,1388,1137,Neumarkt (im Hausruckkreis),Neumarkt im Hausruckkreis,,,"1
2",1,12,1,"KWNB: Newmarkh
AMP: Neumarckht, Neumarckt, Neumarkht",10,4,8,5,N 48° 16' 22'',E 13° 43' 42'',1,7,28,N. liegt an der Dürren Aschch -> Innbach -> Donau.,"<p>
	Die in den KWNB unter N. genannte Person, &quot;<a href=""https://data.matricula-online.eu/de/oesterreich/oberoesterreich/kallham/101%252F04/?pg=329"" target=""_blank"">Gottlieb Krackerwizer</a>&quot;, kann in den Matriken von Kallham (Pfarre f&uuml;r N.) eindeutig nachgewiesen werden.</p>
<p>
	Die in den AMP (1706-1740) unter N. genannte Person &quot;<a href=""https://data.matricula-online.eu/de/oesterreich/oberoesterreich/kallham/101%252F04/?pg=284"" target=""_blank"">Lorenz Huber</a>&quot; k&ouml;nnte identisch mit einer gleichnamigen Person in den Matriken von Kallham sein. Auch die Transportrichtung passt zu N., wie auch das Vorkommen eines gleichnamigen &quot;Lorenz Huber&quot; in den AMP unter der Ortsbezeihchnung &quot;Aschach&quot;. Huber lie&szlig; von Aschacher Schiffmeistern Rupfen transportieren. Zum Rupfen- und Leinengewerbe in N. siehe <a href=""https://www.zobodat.at/pdf/JOM_95_0169-0286.pdf"" target=""_blank"">MARKS, Leinengewerbe, 199</a>. Einschr&auml;nkend ist festzuhalten, dass Rupfen auch in &quot;Neumarkt (im M&uuml;hlkreis)&quot; (siehe dort) erzeugt wurde und &quot;Lorenz Huber&quot; in den Matriken von Kallham als &quot;B&auml;cker&quot; gef&uuml;hrt wird, was nicht zum transportierten Gut passt. Au&szlig;erdem ist &quot;Huber&quot; als Name unspezifisch. Die Zuordnung wurde dennoch gew&auml;hlt, da in den Matriken von &quot;<a href=""https://data.matricula-online.eu/de/oesterreich/oberoesterreich/neumarkt-im-muehlkreis/"" target=""_blank"">Neumarkt (im M&uuml;hlkreis)</a>&quot; keine Familie Huber nachgewiesen werden konnte.</p>
",1
2621,,1135,Neumarkt (im Mühlkreis),Neumarkt im Mühlkreis,,,1,1,12,1,"Neuenmarkht, Neumarkht",10,4,8,5,N 48° 25' 41'',E 14° 29' 4'',1,7,35,N. liegt zwischen Kleiner Gusen und Feldaist -> Aist -> Donau.,"<p>
	Die in den KWNB unter N. genannte Person &quot;Samuel Osberger&quot; verkaufte in Krems Zwirn - das typische Handelsgut der Gegend um N. Weitere Mitglieder der Familie &quot;Osberger&quot; scheinen in den KWNB auch unter dem nahen &quot;Lasberg&quot; und unter &quot;Schwertberg&quot; auf, au&szlig;erdem kann die <a href=""https://data.matricula-online.eu/de/oesterreich/oberoesterreich/neumarkt-im-muehlkreis/103%252F01/?pg=145"" target=""_blank"">Familie &quot;Osberger&quot; in den Matriken von N.</a> nachgewiesen werden. Die Zuordnung ist daher eindeutig.</p>
",1
2622,,1136,Neumarkt,,,,1,2,,,"Neumarkht, Newenmarckht",,,,,,,,,,,"<p>
	N. wird in den KWNB f&uuml;r Personen (&quot;Franz Pruggner&quot; und &quot;Georg Weizhoffer&quot;) verwendet, die nicht eindeutig einem der zahlreichen Orte N. zugeordnet werden konnten. Siehe auch &quot;Neumarkt (am Wallersee)&quot;, &quot;Neumarkt (im Hausruckkreis)&quot; und &quot;Neumarkt (im M&uuml;hlkreis)&quot;.</p>
<p>
	Denkbar w&auml;re auch &quot;<a href=""https://de.wikipedia.org/wiki/Neumarkt_an_der_Ybbs"" target=""_blank"">Neumarkt an der Ybbs</a>&quot;.</p>
",1
2623,729,,Neustift (Passau),Neustift,,Passau (Heining),2,1,12,1,"Neustifft
",10,4,2,2,N 48° 34' 20'',E 13° 23' 10'',3,8,171,N. liegt knapp vor der Mündung des Hammerbachs in die Donau.,"<p>
	Die einzige aus N. kommende Person in den AMP (1706-1740), &quot;<a href=""https://data.matricula-online.eu/de/deutschland/passau/passau-heining/007/?pg=8"" target=""_blank"">Grambas Matthias</a>&quot;, kann in den Matriken von Heining nachgewiesen werden (oder dessen Vater/Onkel?). Ein weiteres Mitglied der Familie &quot;Grambas&quot; ist in den AMP (1706-1740) im Holztransport auf der Donau aktiv. Dieser &quot;Lorenz Grambas&quot; scheint un den AMP unter &quot;Heining&quot; auf.</p>
<p>
	N. geh&ouml;rte zur Grafschaft Neuburg am Inn. Vgl. dazu <a href=""https://geschichte.digitale-sammlungen.de/hab/seite/bsb00007637_00317"" target=""_blank"">HOFBAUER, Atlas, Karte</a> und <a href=""https://geschichte.digitale-sammlungen.de/hab/gehezuseite/bsb00007637?page=273"" target=""_blank"">273-275</a>.</p>
<p>
	Die Grafschaft Neuburg am Inn z&auml;hlte seit (sp&auml;testens) 1506 zum Land ob der Enns und stand damit unter &ouml;sterreichischer Landeshoheit. Vgl. dazu <a href=""https://books.google.at/books?id=kgQeN3r55VQC&amp;dq=%22Neuburg%20am%20inn%22%20landeshoheit&amp;hl=de&amp;pg=PA69#v=onepage&amp;q=%22Neuburg%20am%20inn%22%20landeshoheit&amp;f=false"" target=""_blank"">STRNAD, Versuch, 263</a>;&nbsp; <a href=""https://books.google.at/books?id=srJBAAAAcAAJ&amp;dq=%22Neuburg%20am%20inn%22%20landeshoheit&amp;hl=de&amp;pg=PP3#v=onepage&amp;q=%22Neuburg%20am%20inn%22%20landeshoheit&amp;f=false"" target=""_blank"">KL&Auml;MPFL, Geschichte, 35f.</a> Auch Joseph von Hormayr betont, dass die Landeshoheit stets bei &Ouml;sterreich lag. Siehe <a href=""https://books.google.at/books?id=T5UJAAAAIAAJ&amp;printsec=frontcover&amp;hl=de&amp;source=gbs_book_other_versions_r&amp;redir_esc=y#v=onepage&amp;q&amp;f=false"" target=""_blank"">HORMAYR, Statistik, 56</a>.</p>
<p>
	&nbsp;</p>
",1
2624,1389,,Milbach,,,,2,2,,,,,,,,,,,,,,"<p>
	Zu M. gibt es in den AMP (1706-1740) nur eine Nennung und die Lesung ist unsicher: Milbach, N&uuml;lbach, Niclsbach?</p>
",1
